timestamp,date_time,open_price,high_price,low_price,trade_price,volume
1741889832000,2025-03-14T03:17:12,119984000,119984000,119984000,119984000,0.1315
1741889833000,2025-03-14T03:17:13,119984000,119984000,119984000,119984000,0.16158
1741889834000,2025-03-14T03:17:14,120009000,120033000,119987000,119987000,0.13885585
1741889835000,2025-03-14T03:17:15,119987000,119987000,119984000,119984000,1.05656917
1741889836000,2025-03-14T03:17:16,119984000,119984000,119984000,119984000,0.42885451
1741889837000,2025-03-14T03:17:17,119984000,119984000,119873000,119873000,0.10666569
1741889838000,2025-03-14T03:17:18,119985000,119985000,119984000,119984000,0.00025809
1741889840000,2025-03-14T03:17:20,119982000,119982000,119982000,119982000,0.02498708
1741889843000,2025-03-14T03:17:23,119894000,119894000,119894000,119894000,0.00005
1741889849000,2025-03-14T03:17:29,119959000,119959000,119959000,119959000,0.0285185
1741889851000,2025-03-14T03:17:31,119982000,119982000,119982000,119982000,0.02083645
1741889853000,2025-03-14T03:17:33,119981000,119985000,119981000,119985000,0.45011974
1741889854000,2025-03-14T03:17:34,119926000,119926000,119926000,119926000,0.00334187
1741889857000,2025-03-14T03:17:37,119894000,119894000,119894000,119894000,0.0017
1741889858000,2025-03-14T03:17:38,119894000,119894000,119876000,119876000,0.00005003
1741889859000,2025-03-14T03:17:39,119972000,119972000,119972000,119972000,0.08335278
1741889860000,2025-03-14T03:17:40,119971000,119971000,119876000,119876000,0.02829724
1741889862000,2025-03-14T03:17:42,119876000,119876000,119873000,119873000,0.1024
1741889863000,2025-03-14T03:17:43,119877000,119877000,119877000,119877000,0.0065
1741889864000,2025-03-14T03:17:44,119971000,119971000,119971000,119971000,0.00166691
1741889865000,2025-03-14T03:17:45,119877000,119877000,119873000,119873000,0.0034
1741889866000,2025-03-14T03:17:46,119873000,119873000,119869000,119869000,0.032
1741889867000,2025-03-14T03:17:47,119928000,119928000,119928000,119928000,0.00016668
1741889868000,2025-03-14T03:17:48,119869000,119928000,119865000,119928000,0.00878388
1741889869000,2025-03-14T03:17:49,119865000,119865000,119863000,119863000,0.0021
1741889871000,2025-03-14T03:17:51,119863000,119863000,119856000,119856000,0.00008336
1741889873000,2025-03-14T03:17:53,119860000,119860000,119860000,119860000,0.00005006
1741889874000,2025-03-14T03:17:54,119860000,119860000,119855000,119855000,0.0033
1741889875000,2025-03-14T03:17:55,119863000,119863000,119855000,119855000,0.00416111
1741889880000,2025-03-14T03:18:00,119952000,119952000,119952000,119952000,0.00138704
1741889881000,2025-03-14T03:18:01,119855000,119855000,119855000,119855000,0.0738
1741889882000,2025-03-14T03:18:02,119855000,119855000,119855000,119855000,0.01147827
1741889884000,2025-03-14T03:18:04,119855000,119855000,119855000,119855000,0.00499972
1741889887000,2025-03-14T03:18:07,119855000,119855000,119855000,119855000,0.032053
1741889888000,2025-03-14T03:18:08,119855000,119855000,119855000,119855000,0.03725006
1741889889000,2025-03-14T03:18:09,119855000,119855000,119855000,119855000,0.0035
1741889890000,2025-03-14T03:18:10,119855000,119855000,119855000,119855000,0.0271
1741889891000,2025-03-14T03:18:11,119856000,119856000,119856000,119856000,0.0022
1741889893000,2025-03-14T03:18:13,119856000,119856000,119825000,119825000,0.11024554
1741889894000,2025-03-14T03:18:14,119825000,119850000,119825000,119825000,0.00880068
1741889896000,2025-03-14T03:18:16,119825000,119825000,119823000,119823000,0.00319203
1741889900000,2025-03-14T03:18:20,119903000,119903000,119903000,119903000,0.0001251
1741889903000,2025-03-14T03:18:23,119825000,119874000,119825000,119874000,0.000266
