timestamp,open,high,low,close,volume
2024-12-03 02:03:00,133654000,133735000,133608000,133728000,1.23589743
2024-12-03 02:04:00,133728000,133730000,133609000,133730000,2.73706939
2024-12-03 02:05:00,133729000,133785000,133662000,133785000,3.74092274
2024-12-03 02:06:00,133785000,133800000,133742000,133800000,1.76304283
2024-12-03 02:07:00,133800000,133804000,133794000,133801000,1.90576857
2024-12-03 02:08:00,133802000,133806000,133801000,133806000,2.95875608
2024-12-03 02:09:00,133806000,133815000,133804000,133812000,3.47524603
2024-12-03 02:10:00,133810000,133815000,133808000,133809000,2.65655237
2024-12-03 02:11:00,133809000,133815000,133800000,133800000,1.40948297
2024-12-03 02:12:00,133801000,133808000,133743000,133743000,1.75079852
2024-12-03 02:13:00,133771000,133798000,133743000,133798000,1.82561472
2024-12-03 02:14:00,133798000,133806000,133770000,133802000,0.74984346
2024-12-03 02:15:00,133802000,133946000,133798000,133946000,3.9763954
2024-12-03 02:16:00,133918000,133956000,133903000,133955000,0.81434221
2024-12-03 02:17:00,133955000,133957000,133928000,133957000,1.93586444
2024-12-03 02:18:00,133957000,133969000,133957000,133959000,1.2966575
2024-12-03 02:19:00,133969000,134000000,133957000,133999000,1.2929028
2024-12-03 02:20:00,133970000,134000000,133957000,133998000,1.76574849
2024-12-03 02:21:00,134000000,134000000,133957000,133998000,1.57914137
2024-12-03 02:22:00,133998000,133998000,133929000,133930000,2.11683805
2024-12-03 02:23:00,133931000,133996000,133930000,133931000,2.07869192
2024-12-03 02:24:00,133931000,133931000,133887000,133901000,1.90114983
2024-12-03 02:25:00,133901000,133901000,133808000,133808000,1.81398406
2024-12-03 02:26:00,133808000,133900000,133800000,133898000,1.89468566
2024-12-03 02:27:00,133898000,133898000,133807000,133896000,0.13439391
2024-12-03 02:28:00,133896000,133897000,133810000,133810000,1.21755608
2024-12-03 02:29:00,133891000,133900000,133810000,133814000,1.25804397
2024-12-03 02:30:00,133895000,133900000,133817000,133899000,1.47170096
2024-12-03 02:31:00,133899000,133901000,133895000,133897000,2.81836708
2024-12-03 02:32:00,133897000,133907000,133896000,133903000,1.49605643
2024-12-03 02:33:00,133907000,133930000,133903000,133930000,1.85286848
2024-12-03 02:34:00,133930000,133930000,133904000,133907000,1.88669591
2024-12-03 02:35:00,133907000,133907000,133903000,133903000,1.32914173
2024-12-03 02:36:00,133902000,133904000,133900000,133903000,2.33439639
2024-12-03 02:37:00,133903000,133930000,133900000,133930000,1.79884071
2024-12-03 02:38:00,133930000,133937000,133904000,133934000,3.61202753
2024-12-03 02:39:00,133934000,134000000,133932000,134000000,6.75407562
2024-12-03 02:40:00,134000000,134200000,133998000,134200000,9.48196287
2024-12-03 02:41:00,134200000,134250000,134184000,134248000,5.0871857
2024-12-03 02:42:00,134249000,134249000,134108000,134132000,2.3663091
2024-12-03 02:43:00,134224000,134248000,134015000,134100000,3.97113874
2024-12-03 02:44:00,134091000,134136000,134007000,134136000,2.43644094
2024-12-03 02:45:00,134136000,134223000,134092000,134097000,2.76887998
2024-12-03 02:46:00,134174000,134206000,134100000,134180000,1.91709917
2024-12-03 02:47:00,134180000,134180000,134107000,134160000,2.51499905
2024-12-03 02:48:00,134176000,134176000,134110000,134160000,1.47993055
2024-12-03 02:49:00,134160000,134160000,134067000,134100000,3.21544991
2024-12-03 02:50:00,134100000,134100000,134067000,134099000,2.41135759
2024-12-03 02:51:00,134078000,134114000,134000000,134114000,3.67558029
2024-12-03 02:52:00,134114000,134130000,134052000,134060000,2.11462283
2024-12-03 02:53:00,134060000,134130000,134052000,134127000,1.74770003
2024-12-03 02:54:00,134129000,134129000,134071000,134120000,1.73272837
2024-12-03 02:55:00,134120000,134127000,134071000,134101000,1.68696652
2024-12-03 02:56:00,134125000,134125000,134100000,134124000,1.10145193
2024-12-03 02:57:00,134124000,134125000,134061000,134123000,2.03214738
2024-12-03 02:58:00,134123000,134123000,134063000,134122000,1.15579691
2024-12-03 02:59:00,134122000,134124000,134082000,134124000,2.11239516
2024-12-03 03:00:00,134124000,134124000,134079000,134123000,2.15736329
2024-12-03 03:01:00,134123000,134123000,134079000,134080000,3.08212259
2024-12-03 03:02:00,134080000,134080000,134063000,134077000,1.50272258
2024-12-03 03:03:00,134080000,134080000,134062000,134075000,3.260809
2024-12-03 03:04:00,134075000,134077000,134052000,134077000,2.18621964
2024-12-03 03:05:00,134077000,134077000,134057000,134076000,1.43840503
2024-12-03 03:06:00,134076000,134077000,134058000,134076000,0.73351771
2024-12-03 03:07:00,134058000,134058000,134056000,134057000,0.97564741
2024-12-03 03:08:00,134058000,134058000,134052000,134053000,2.53010988
2024-12-03 03:09:00,134053000,134053000,134049000,134049000,2.04502447
2024-12-03 03:10:00,134050000,134053000,134011000,134013000,1.36124335
2024-12-03 03:11:00,134012000,134017000,133930000,133942000,3.98483579
2024-12-03 03:12:00,133942000,133942000,133931000,133932000,1.83733647
2024-12-03 03:13:00,133938000,134014000,133931000,133942000,1.3242773
2024-12-03 03:14:00,133978000,133978000,133942000,133944000,1.213192
2024-12-03 03:15:00,133943000,133978000,133943000,133975000,4.7068435
2024-12-03 03:16:00,133975000,133977000,133944000,133944000,1.02253231
2024-12-03 03:17:00,133975000,133977000,133945000,133952000,2.84139446
2024-12-03 03:18:00,133975000,134010000,133952000,134010000,0.75494979
2024-12-03 03:19:00,134010000,134042000,134003000,134039000,2.4383088
2024-12-03 03:20:00,134018000,134018000,134017000,134017000,1.6224909
2024-12-03 03:21:00,134018000,134045000,134017000,134043000,1.85833958
2024-12-03 03:22:00,134043000,134058000,134018000,134043000,1.0623445
2024-12-03 03:23:00,134042000,134044000,134010000,134010000,2.85676383
2024-12-03 03:24:00,134017000,134043000,133977000,134010000,2.27590707
2024-12-03 03:25:00,134010000,134039000,134002000,134039000,1.88972438
2024-12-03 03:26:00,134039000,134039000,134010000,134038000,4.24946291
2024-12-03 03:27:00,134039000,134040000,134010000,134037000,4.91872678
2024-12-03 03:28:00,134037000,134037000,134010000,134028000,1.11865494
2024-12-03 03:29:00,134028000,134028000,133991000,134000000,1.49406858
2024-12-03 03:30:00,133999000,134000000,133958000,133967000,1.55098995
2024-12-03 03:31:00,133967000,133991000,133958000,133980000,1.95687086
2024-12-03 03:32:00,133980000,133991000,133965000,133990000,2.43162282
2024-12-03 03:33:00,133990000,133991000,133969000,133991000,1.64158789
2024-12-03 03:34:00,133991000,134010000,133988000,134008000,3.00522795
2024-12-03 03:35:00,134008000,134029000,133996000,134005000,1.59700412
2024-12-03 03:36:00,134012000,134028000,134005000,134028000,1.94722973
2024-12-03 03:37:00,134028000,134029000,134012000,134029000,1.99966875
2024-12-03 03:38:00,134029000,134039000,134005000,134039000,2.01272383
2024-12-03 03:39:00,134039000,134044000,134028000,134039000,2.91609491
2024-12-03 03:40:00,134039000,134039000,134005000,134038000,1.44990586
2024-12-03 03:41:00,134038000,134045000,134015000,134044000,0.98357651
2024-12-03 03:42:00,134045000,134045000,134015000,134038000,1.37390005
2024-12-03 03:43:00,134044000,134044000,134038000,134040000,0.58572295
2024-12-03 03:44:00,134040000,134044000,134037000,134042000,1.23561633
2024-12-03 03:45:00,134042000,134044000,134039000,134041000,1.7363112
2024-12-03 03:46:00,134041000,134045000,134040000,134044000,1.50334009
2024-12-03 03:47:00,134042000,134045000,134041000,134044000,1.19205899
2024-12-03 03:48:00,134042000,134044000,134015000,134030000,2.41962406
2024-12-03 03:49:00,134017000,134023000,134013000,134013000,1.24911623
2024-12-03 03:50:00,134021000,134021000,134005000,134006000,1.40942285
2024-12-03 03:51:00,134006000,134006000,133836000,133915000,6.73920604
2024-12-03 03:52:00,133917000,133917000,133837000,133863000,1.34156116
2024-12-03 03:53:00,133863000,133910000,133830000,133910000,3.76058507
2024-12-03 03:54:00,133910000,133915000,133835000,133915000,1.20161104
2024-12-03 03:55:00,133910000,133910000,133864000,133866000,0.75581623
2024-12-03 03:56:00,133865000,133866000,133864000,133864000,0.98270596
2024-12-03 03:57:00,133865000,133866000,133836000,133864000,1.58240684
2024-12-03 03:58:00,133850000,133864000,133835000,133835000,1.40262396
2024-12-03 03:59:00,133835000,133837000,133800000,133800000,6.45037737
2024-12-03 04:00:00,133800000,133807000,133772000,133776000,3.14231846
2024-12-03 04:01:00,133776000,133785000,133720000,133770000,1.64311348
2024-12-03 04:02:00,133720000,133770000,133670000,133676000,3.7021789
2024-12-03 04:03:00,133691000,133704000,133670000,133690000,5.01921688
2024-12-03 04:04:00,133690000,133700000,133671000,133691000,1.72836864
2024-12-03 04:05:00,133698000,133757000,133690000,133723000,2.86655243
2024-12-03 04:06:00,133723000,133743000,133692000,133725000,1.55604929
2024-12-03 04:07:00,133725000,133931000,133692000,133917000,4.83330958
2024-12-03 04:08:00,133917000,133931000,133795000,133900000,0.88527971
2024-12-03 04:09:00,133896000,133917000,133795000,133804000,1.2549318
2024-12-03 04:10:00,133900000,133900000,133830000,133830000,1.00311308
2024-12-03 04:11:00,133856000,133856000,133757000,133830000,1.69299551
2024-12-03 04:12:00,133830000,133830000,133742000,133764000,0.87052491
2024-12-03 04:13:00,133764000,133764000,133671000,133700000,2.12245058
2024-12-03 04:14:00,133700000,133828000,133692000,133694000,3.01142012
2024-12-03 04:15:00,133700000,133827000,133694000,133818000,4.37058597
2024-12-03 04:16:00,133818000,133819000,133692000,133776000,0.79102456
2024-12-03 04:17:00,133776000,133816000,133692000,133776000,1.43022328
2024-12-03 04:18:00,133802000,133802000,133694000,133711000,0.63371814
2024-12-03 04:19:00,133711000,133796000,133704000,133712000,1.00673274
2024-12-03 04:20:00,133712000,133802000,133704000,133711000,1.74639072
2024-12-03 04:21:00,133802000,133856000,133704000,133820000,2.55083245
2024-12-03 04:22:00,133820000,133931000,133819000,133819000,3.85896885
2024-12-03 04:23:00,133819000,133820000,133750000,133800000,1.20214454
2024-12-03 04:24:00,133800000,133800000,133750000,133776000,0.41776405
2024-12-03 04:25:00,133776000,133780000,133747000,133747000,1.1128753
2024-12-03 04:26:00,133747000,133775000,133739000,133749000,1.41781973
2024-12-03 04:27:00,133749000,133750000,133747000,133747000,2.52769011
2024-12-03 04:28:00,133748000,133748000,133747000,133748000,1.17191234
2024-12-03 04:29:00,133748000,133748000,133747000,133748000,0.55362936
2024-12-03 04:30:00,133748000,133750000,133720000,133750000,3.69771726
2024-12-03 04:31:00,133750000,133750000,133720000,133731000,1.01750016
2024-12-03 04:32:00,133731000,133747000,133720000,133720000,0.86982528
2024-12-03 04:33:00,133720000,133745000,133720000,133729000,1.65893129
2024-12-03 04:34:00,133729000,133752000,133704000,133704000,2.56111705
2024-12-03 04:35:00,133704000,133753000,133704000,133705000,0.69565924
2024-12-03 04:36:00,133706000,133709000,133704000,133704000,1.38830861
2024-12-03 04:37:00,133705000,133705000,133658000,133661000,3.60610676
2024-12-03 04:38:00,133661000,133691000,133605000,133635000,2.45663412
2024-12-03 04:39:00,133635000,133635000,133550000,133560000,2.6741655
2024-12-03 04:40:00,133560000,133560000,133524000,133536000,3.33720087
2024-12-03 04:41:00,133536000,133634000,133531000,133570000,2.74548343
2024-12-03 04:42:00,133634000,133685000,133521000,133615000,2.53472411
2024-12-03 04:43:00,133633000,133700000,133547000,133552000,1.64107443
2024-12-03 04:44:00,133607000,133640000,133552000,133607000,0.76241848
2024-12-03 04:45:00,133607000,133639000,133554000,133555000,2.3761902
2024-12-03 04:46:00,133554000,133571000,133536000,133554000,1.40729636
2024-12-03 04:47:00,133554000,133571000,133536000,133549000,3.59840577
2024-12-03 04:48:00,133557000,133571000,133536000,133564000,0.791114
2024-12-03 04:49:00,133564000,133564000,133549000,133549000,2.02682903
2024-12-03 04:50:00,133549000,133566000,133528000,133564000,4.37098491
2024-12-03 04:51:00,133566000,133571000,133528000,133530000,2.98325061
2024-12-03 04:52:00,133530000,133563000,133528000,133561000,1.75524595
2024-12-03 04:53:00,133561000,133561000,133528000,133532000,1.92937778
2024-12-03 04:54:00,133545000,133545000,133532000,133544000,1.13806452
2024-12-03 04:55:00,133533000,133545000,133532000,133545000,1.65299098
2024-12-03 04:56:00,133544000,133545000,133532000,133533000,2.11550675
2024-12-03 04:57:00,133533000,133533000,133514000,133514000,2.53127025
2024-12-03 04:58:00,133517000,133517000,133500000,133500000,2.87663665
2024-12-03 04:59:00,133501000,133510000,133500000,133502000,2.15759732
2024-12-03 05:00:00,133502000,133513000,133477000,133511000,2.94747136
2024-12-03 05:01:00,133511000,133514000,133487000,133491000,2.03124206
2024-12-03 05:02:00,133491000,133517000,133480000,133500000,2.61604643
2024-12-03 05:03:00,133482000,133508000,133482000,133491000,1.98809519
2024-12-03 05:04:00,133491000,133491000,133482000,133489000,0.48712731
2024-12-03 05:05:00,133489000,133545000,133482000,133545000,5.56039171
2024-12-03 05:06:00,133545000,133630000,133533000,133626000,2.93193832
2024-12-03 05:07:00,133630000,133630000,133601000,133601000,1.4731763
2024-12-03 05:08:00,133602000,133626000,133601000,133620000,0.7025709
2024-12-03 05:09:00,133620000,133626000,133603000,133626000,2.53065308
2024-12-03 05:10:00,133625000,133626000,133614000,133616000,1.05498145
2024-12-03 05:11:00,133616000,133616000,133500000,133537000,3.62805375
2024-12-03 05:12:00,133537000,133545000,133481000,133481000,3.37596272
2024-12-03 05:13:00,133481000,133485000,133481000,133484000,0.53750918
2024-12-03 05:14:00,133484000,133533000,133482000,133500000,3.69964907
2024-12-03 05:15:00,133491000,133500000,133491000,133500000,1.22643618
2024-12-03 05:16:00,133500000,133500000,133492000,133494000,1.69791807
2024-12-03 05:17:00,133500000,133520000,133491000,133500000,1.98686033
2024-12-03 05:18:00,133520000,133600000,133500000,133568000,2.27746745
2024-12-03 05:19:00,133600000,133600000,133568000,133600000,2.59302806
2024-12-03 05:20:00,133600000,133638000,133600000,133635000,2.24871259
2024-12-03 05:21:00,133638000,133644000,133635000,133638000,2.53303399
2024-12-03 05:22:00,133638000,133670000,133635000,133669000,2.91642207
2024-12-03 05:23:00,133669000,133709000,133638000,133709000,2.3069465
2024-12-03 05:24:00,133709000,133800000,133709000,133770000,3.30149606
2024-12-03 05:25:00,133770000,133788000,133755000,133784000,0.93408201
2024-12-03 05:26:00,133784000,133800000,133780000,133800000,1.09997934
2024-12-03 05:27:00,133798000,133804000,133780000,133804000,0.87279383
2024-12-03 05:28:00,133804000,133814000,133801000,133801000,1.81421979
2024-12-03 05:29:00,133805000,133805000,133800000,133801000,1.90654757
2024-12-03 05:30:00,133801000,133819000,133780000,133805000,1.85898039
2024-12-03 05:31:00,133805000,133805000,133758000,133799000,1.22835796
2024-12-03 05:32:00,133799000,133800000,133758000,133758000,1.68489853
2024-12-03 05:33:00,133758000,133799000,133720000,133751000,1.53311028
2024-12-03 05:34:00,133798000,133800000,133707000,133751000,1.88724051
2024-12-03 05:35:00,133798000,133799000,133751000,133752000,0.68882101
2024-12-03 05:36:00,133754000,133799000,133752000,133753000,1.474075
2024-12-03 05:37:00,133753000,133799000,133753000,133798000,1.00417719
2024-12-03 05:38:00,133798000,133798000,133753000,133754000,0.72013109
2024-12-03 05:39:00,133793000,133793000,133752000,133753000,1.57801276
2024-12-03 05:40:00,133792000,133792000,133753000,133791000,0.66958768
2024-12-03 05:41:00,133791000,133791000,133706000,133745000,1.11151096
2024-12-03 05:42:00,133745000,133745000,133692000,133705000,1.81658703
2024-12-03 05:43:00,133705000,133708000,133650000,133687000,2.06621454
2024-12-03 05:44:00,133687000,133705000,133650000,133700000,1.01269051
2024-12-03 05:45:00,133700000,133700000,133643000,133644000,1.21598369
2024-12-03 05:46:00,133699000,133700000,133645000,133699000,0.83333948
2024-12-03 05:47:00,133700000,133703000,133650000,133696000,1.61710717
2024-12-03 05:48:00,133697000,133700000,133650000,133659000,0.96016867
2024-12-03 05:49:00,133699000,133699000,133644000,133653000,1.10813805
2024-12-03 05:50:00,133653000,133657000,133650000,133651000,0.83089651
2024-12-03 05:51:00,133652000,133652000,133642000,133643000,1.15260144
2024-12-03 05:52:00,133642000,133651000,133637000,133643000,1.29521079
2024-12-03 05:53:00,133643000,133643000,133620000,133620000,1.11126267
2024-12-03 05:54:00,133622000,133622000,133612000,133618000,1.49128546
2024-12-03 05:55:00,133618000,133618000,133595000,133596000,1.59273842
2024-12-03 05:56:00,133596000,133618000,133569000,133618000,1.96905171
2024-12-03 05:57:00,133618000,133675000,133598000,133675000,2.57800697
2024-12-03 05:58:00,133675000,133675000,133625000,133630000,2.08402372
2024-12-03 05:59:00,133674000,133690000,133628000,133690000,1.6223488
2024-12-03 06:00:00,133695000,133750000,133668000,133750000,3.29039755
2024-12-03 06:01:00,133750000,133750000,133704000,133705000,1.16684041
2024-12-03 06:02:00,133705000,133749000,133596000,133596000,2.08852624
2024-12-03 06:03:00,133642000,133748000,133563000,133648000,1.43221271
2024-12-03 06:04:00,133719000,133731000,133648000,133719000,0.40900803
2024-12-03 06:05:00,133719000,133725000,133693000,133700000,0.94925027
2024-12-03 06:06:00,133700000,133732000,133648000,133723000,1.94277434
2024-12-03 06:07:00,133723000,133723000,133564000,133702000,1.09242547
2024-12-03 06:08:00,133702000,133745000,133600000,133650000,1.89025846
2024-12-03 06:09:00,133722000,133722000,133592000,133700000,1.62455828
2024-12-03 06:10:00,133700000,133723000,133682000,133701000,1.17731794
2024-12-03 06:11:00,133700000,133700000,133690000,133698000,1.15925401
2024-12-03 06:12:00,133700000,133705000,133695000,133701000,1.61638779
2024-12-03 06:13:00,133701000,133701000,133570000,133640000,1.21801334
2024-12-03 06:14:00,133640000,133698000,133638000,133651000,1.08378504
2024-12-03 06:15:00,133687000,133722000,133687000,133701000,1.83904091
2024-12-03 06:16:00,133717000,133752000,133698000,133717000,4.05010371
2024-12-03 06:17:00,133722000,133722000,133651000,133679000,2.19155192
2024-12-03 06:18:00,133679000,133706000,133632000,133632000,1.66436086
2024-12-03 06:19:00,133649000,133650000,133632000,133632000,0.67681624
2024-12-03 06:20:00,133648000,133650000,133628000,133632000,1.1619938
2024-12-03 06:21:00,133649000,133700000,133632000,133690000,1.94856493
2024-12-03 06:22:00,133700000,133750000,133690000,133724000,0.73589685
2024-12-03 06:23:00,133724000,133725000,133721000,133725000,1.69149125
2024-12-03 06:24:00,133725000,133750000,133724000,133726000,1.91728948
2024-12-03 06:25:00,133750000,133750000,133725000,133726000,2.04463312
2024-12-03 06:26:00,133727000,133727000,133724000,133727000,1.3292904
2024-12-03 06:27:00,133727000,133727000,133722000,133725000,1.54634476
2024-12-03 06:28:00,133725000,133725000,133699000,133699000,2.43436228
2024-12-03 06:29:00,133725000,133752000,133685000,133727000,2.96472896
2024-12-03 06:30:00,133740000,133750000,133679000,133686000,1.03347565
2024-12-03 06:31:00,133686000,133687000,133685000,133686000,0.79326454
2024-12-03 06:32:00,133686000,133687000,133685000,133686000,1.33181906
2024-12-03 06:33:00,133687000,133770000,133686000,133687000,1.75216719
2024-12-03 06:34:00,133760000,133767000,133677000,133677000,2.0656964
2024-12-03 06:35:00,133677000,133760000,133677000,133687000,0.60910026
2024-12-03 06:36:00,133687000,133687000,133678000,133678000,0.68703272
2024-12-03 06:37:00,133678000,133686000,133678000,133679000,1.43269063
2024-12-03 06:38:00,133680000,133686000,133677000,133677000,2.81038482
